id_cliente,abandono,genero,tercera_edad,tiene_pareja,dependientes,meses_contrato,servicio_telefónico,varias_líneas,servicio_internet,seguridad_online,respaldo_online,protección_dispositivos,soporte_tecnico,tv_por_cable,streming_peliculas,tipo_contrato,factura_electronica,metodo_pago,cargos_mensuales,total_cargos,cargos_diarios
8746_oqqrw,0,1,0,0,0,4,1,1,no,0,0,0,0,0,0,month_to_month,0,mailed_check,25.25,101.9,0.84
8747_udcoi,0,0,0,1,0,65,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),19.35,1319.95,0.64
8748_hfwbo,0,1,0,1,1,19,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.9,357.7,0.66
8749_cljxc,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.05,20.05,0.67
8749_jmnkx,1,1,1,1,0,51,1,1,fiber_optic,1,0,1,0,1,0,month_to_month,1,bank_transfer_(automatic),93.8,4750.95,3.13
8749_tzyec,0,1,0,1,0,72,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),24.8,1874.3,0.83
8750_qwzaj,0,0,0,1,1,70,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),19.8,1378.75,0.66
8751_edeka,0,0,0,1,0,28,1,0,fiber_optic,0,1,1,0,0,1,month_to_month,0,credit_card_(automatic),89.9,2433.5,3.0
8752_ghjfu,0,1,1,1,0,71,1,1,fiber_optic,1,1,1,1,0,0,one_year,1,electronic_check,92.0,6585.2,3.07
8752_imqos,0,1,0,1,1,5,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.1,85.1,0.67
8752_stivr,1,0,0,0,0,4,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,79.0,303.15,2.63
8755_iwjhn,0,1,1,1,0,69,1,1,fiber_optic,0,1,1,0,0,1,month_to_month,1,bank_transfer_(automatic),95.35,6382.0,3.18
8755_ogkna,0,0,0,1,1,57,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),19.5,1167.6,0.65
8756_rddlt,0,0,0,0,0,68,0,0,dsl,0,1,0,1,0,1,month_to_month,0,electronic_check,44.95,3085.35,1.5
8757_tfhhj,0,1,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month_to_month,1,credit_card_(automatic),49.8,49.8,1.66
8760_zrhke,0,0,1,1,1,71,1,1,dsl,1,1,0,0,1,0,one_year,0,electronic_check,69.2,4982.5,2.31
8761_nsobc,1,1,0,0,0,44,1,0,fiber_optic,0,1,0,1,1,1,month_to_month,0,electronic_check,100.55,4398.15,3.35
8763_kiafh,0,0,0,1,1,27,1,0,no,0,0,0,0,0,0,one_year,1,mailed_check,20.55,583.3,0.68
8766_pafne,0,1,0,1,0,71,1,0,dsl,0,1,1,1,1,1,two_year,1,credit_card_(automatic),79.1,5564.85,2.64
8769_kktph,0,0,0,1,1,63,1,1,fiber_optic,1,0,0,0,1,1,one_year,1,credit_card_(automatic),99.65,6311.2,3.32
8773_hhuoz,1,0,0,0,1,17,1,0,dsl,0,0,0,0,1,1,month_to_month,1,mailed_check,64.7,1093.1,2.16
8774_gsbun,0,1,0,1,0,72,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.4,1797.1,0.85
8775_cebbj,1,0,0,0,0,9,1,0,dsl,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),44.2,403.35,1.47
8775_erlnb,0,1,1,1,0,1,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,0,electronic_check,74.3,74.3,2.48
8775_lhdjh,1,0,1,1,0,1,1,1,fiber_optic,0,1,0,0,1,0,month_to_month,1,electronic_check,90.6,90.6,3.02
8777_mbmts,0,0,1,1,0,65,1,0,fiber_optic,0,1,1,1,1,1,two_year,1,credit_card_(automatic),105.85,6725.5,3.53
8777_pvygu,0,0,0,1,0,52,1,0,dsl,1,0,1,0,1,0,one_year,1,mailed_check,64.3,3410.6,2.14
8778_lmwtj,0,0,0,0,0,9,1,0,fiber_optic,1,0,0,0,0,0,month_to_month,1,electronic_check,74.85,708.2,2.49
8779_qrdmv,1,1,1,0,0,1,0,0,dsl,0,0,1,0,0,1,month_to_month,1,electronic_check,39.65,39.65,1.32
8779_yiqqa,0,1,0,1,1,21,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.8,350.1,0.66
8780_ihcrn,0,1,0,1,1,63,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),24.65,1574.5,0.82
8780_ixsts,1,0,0,0,0,6,1,1,fiber_optic,0,1,0,0,1,0,month_to_month,1,electronic_check,90.1,521.3,3.0
8780_rsyyu,0,0,0,0,0,25,1,0,no,0,0,0,0,0,0,month_to_month,1,credit_card_(automatic),19.2,532.1,0.64
8780_yrmtt,0,0,0,0,0,66,0,0,dsl,1,1,1,1,0,0,two_year,1,mailed_check,47.4,3177.25,1.58
8782_lkfpk,0,1,0,0,0,44,1,1,fiber_optic,0,0,1,0,0,1,month_to_month,1,mailed_check,90.4,4063.0,3.01
8782_nuuol,0,1,0,0,0,60,1,0,dsl,1,0,1,1,1,1,one_year,0,mailed_check,79.0,4801.1,2.63
8784_cgiln,1,0,0,0,0,18,1,1,fiber_optic,0,0,0,1,1,1,month_to_month,1,bank_transfer_(automatic),99.85,1776.95,3.33
8785_cjshh,0,0,0,1,0,60,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,99.8,5985.75,3.33
8785_epncg,1,1,0,0,0,11,1,1,no,0,0,0,0,0,0,month_to_month,0,credit_card_(automatic),23.15,245.2,0.77
8788_doxsu,0,1,0,0,0,59,1,0,dsl,0,0,1,0,0,1,one_year,1,bank_transfer_(automatic),61.35,3645.5,2.04
8791_gfxlz,0,1,0,0,0,12,1,0,dsl,0,1,0,0,0,0,month_to_month,1,bank_transfer_(automatic),49.05,593.05,1.64
8792_aoroi,0,0,0,1,0,8,1,0,dsl,1,0,0,1,0,1,two_year,0,mailed_check,65.5,564.35,2.18
8799_oxzmd,0,0,0,0,0,28,0,0,dsl,0,0,1,0,0,0,month_to_month,1,mailed_check,29.75,790.7,0.99
8800_joocf,0,0,0,0,1,12,1,1,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,84.05,966.55,2.8
8800_zkrfw,0,0,0,1,1,30,1,1,fiber_optic,0,1,1,1,1,1,month_to_month,1,electronic_check,107.5,3242.5,3.58
8802_unojf,1,1,1,0,0,12,1,0,fiber_optic,0,1,1,1,0,0,month_to_month,1,mailed_check,83.8,1029.75,2.79
8805_jnraz,0,0,0,0,0,2,1,0,dsl,0,1,0,0,0,0,month_to_month,0,mailed_check,49.2,103.7,1.64
8806_eagwc,1,1,0,0,0,3,1,0,dsl,0,0,0,0,1,0,month_to_month,0,mailed_check,55.15,159.15,1.84
8807_arqet,0,0,0,0,0,41,0,0,dsl,0,1,0,0,0,1,month_to_month,1,electronic_check,40.35,1677.85,1.34
8807_opmbm,0,0,0,1,1,55,1,1,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),25.65,1388.0,0.86
8808_eleho,1,1,1,0,0,8,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,1,electronic_check,81.25,585.95,2.71
8809_rihdd,1,1,0,1,1,72,1,1,fiber_optic,0,1,1,0,1,1,two_year,1,electronic_check,103.4,7372.65,3.45
8809_xkhmd,0,1,0,1,0,72,1,1,fiber_optic,1,1,0,1,0,1,two_year,1,bank_transfer_(automatic),100.55,7325.1,3.35
8812_zrhfp,0,0,0,1,1,30,1,0,fiber_optic,0,0,1,0,0,1,one_year,0,electronic_check,86.45,2538.05,2.88
8815_lmflx,0,1,0,1,1,25,1,1,no,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),25.4,546.85,0.85
8816_vxnzd,1,0,0,0,0,1,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,75.1,75.1,2.5
8818_dopvl,0,0,1,0,0,46,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,104.45,4863.85,3.48
8818_xyfcq,1,1,0,1,1,32,1,1,fiber_optic,1,0,0,0,1,1,month_to_month,1,credit_card_(automatic),99.55,3204.65,3.32
8819_imisp,0,1,0,0,0,31,1,1,fiber_optic,0,1,0,0,0,0,month_to_month,1,electronic_check,80.45,2429.1,2.68
8819_wfggj,0,1,0,1,0,68,0,0,dsl,1,0,1,0,1,1,two_year,1,bank_transfer_(automatic),54.1,3794.5,1.8
8819_zbyna,0,0,0,1,0,58,1,1,fiber_optic,1,1,0,1,1,1,two_year,1,credit_card_(automatic),109.1,6393.65,3.64
8821_kvzkq,0,0,0,1,1,70,0,0,dsl,0,1,1,1,1,1,one_year,1,bank_transfer_(automatic),58.4,4113.15,1.95
8821_xnhvz,1,0,0,1,1,1,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,mailed_check,80.05,80.05,2.67
8822_knbhv,0,0,0,0,0,48,1,1,dsl,1,1,1,0,1,1,one_year,1,credit_card_(automatic),83.45,3887.85,2.78
8823_rlpwl,0,0,0,1,0,72,1,1,fiber_optic,1,1,1,0,1,1,two_year,1,credit_card_(automatic),110.65,8065.65,3.69
8824_rwfxj,1,1,0,1,1,3,1,0,dsl,0,1,1,0,0,0,month_to_month,1,mailed_check,56.15,168.15,1.87
8835_vsdse,1,0,0,1,0,2,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,70.7,141.45,2.36
8837_vvwlq,1,0,0,0,0,8,1,0,fiber_optic,1,0,0,0,1,0,month_to_month,0,electronic_check,84.95,668.4,2.83
8838_gphzp,0,0,0,0,0,63,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,20.6,1298.7,0.69
8840_dqlgn,1,0,1,1,0,35,1,1,fiber_optic,1,1,0,1,1,0,month_to_month,1,bank_transfer_(automatic),100.5,3653.35,3.35
8844_tonud,1,1,0,1,1,13,1,0,fiber_optic,0,0,1,0,1,1,month_to_month,1,mailed_check,96.65,1162.85,3.22
8845_lwkge,0,0,0,1,1,30,1,0,dsl,0,0,1,1,1,0,one_year,1,electronic_check,64.5,1985.15,2.15
8847_geooq,0,1,0,1,0,60,0,0,dsl,0,1,1,1,1,1,month_to_month,1,bank_transfer_(automatic),60.2,3582.4,2.01
8849_ayptr,0,1,0,1,0,33,1,0,fiber_optic,0,0,0,0,1,1,month_to_month,0,electronic_check,91.25,2964.05,3.04
8849_gyokr,1,0,0,1,0,54,1,1,fiber_optic,1,1,0,0,1,1,one_year,0,bank_transfer_(automatic),106.55,5763.3,3.55
8849_priqj,0,0,0,1,1,67,1,1,fiber_optic,1,0,1,1,1,1,one_year,1,electronic_check,109.4,7281.6,3.65
8851_ragov,0,0,0,1,0,25,1,0,dsl,1,1,0,1,0,1,month_to_month,1,mailed_check,71.05,1837.7,2.37
8853_tzdgh,0,0,0,0,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,bank_transfer_(automatic),111.6,8012.75,3.72
8854_ccvsq,1,1,0,0,0,18,1,1,fiber_optic,0,1,0,0,0,0,month_to_month,1,electronic_check,80.65,1451.9,2.69
8857_cupfq,0,1,0,1,0,63,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.25,1237.65,0.64
8859_axjzp,0,1,0,1,1,39,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,23.8,903.8,0.79
8859_dztgq,0,1,0,0,0,33,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.35,689.75,0.68
8859_ystws,0,1,0,0,0,48,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),19.95,1004.5,0.66
8861_hggkb,1,0,0,0,0,10,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,0,electronic_check,86.45,830.85,2.88
8865_tnmnx,0,1,0,1,1,10,1,0,dsl,0,1,0,0,0,0,one_year,0,mailed_check,49.55,475.7,1.65
8868_gagio,0,1,0,1,0,45,1,1,fiber_optic,1,0,1,0,0,0,month_to_month,1,mailed_check,84.55,3713.95,2.82
8868_wozgu,1,1,0,0,0,28,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,105.7,2979.5,3.52
8869_lihmk,0,0,0,0,0,64,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),115.1,7334.05,3.84
8869_torss,1,0,0,0,0,48,1,0,dsl,1,0,1,1,0,0,one_year,1,credit_card_(automatic),60.35,2896.4,2.01
8871_jlmhm,0,0,0,1,0,68,1,1,fiber_optic,0,1,1,1,0,0,two_year,0,credit_card_(automatic),90.2,6297.65,3.01
8873_gldmh,0,0,0,0,0,6,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,73.85,401.3,2.46
8873_tmkgr,0,1,0,0,0,29,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.1,529.5,0.64
8874_ejnsr,0,1,0,1,1,39,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.2,987.95,0.84
8875_akbyh,0,1,1,0,0,20,1,1,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,84.35,1745.2,2.81
8878_hmwbv,1,1,0,0,0,3,1,0,dsl,0,0,1,0,0,0,month_to_month,1,electronic_check,49.15,169.05,1.64
8878_ryuki,0,0,0,0,0,52,1,0,dsl,0,0,1,0,0,1,month_to_month,1,electronic_check,59.45,3043.7,1.98
8879_xuahx,0,1,0,1,0,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,116.25,8564.75,3.88
8879_zkjof,0,0,0,0,0,41,1,0,dsl,1,0,1,1,1,1,one_year,1,bank_transfer_(automatic),79.85,3320.75,2.66
8882_tlvrw,0,1,0,1,1,69,0,0,dsl,1,0,1,1,0,0,two_year,0,mailed_check,39.1,2779.5,1.3
8883_anodq,0,0,0,1,1,68,1,1,fiber_optic,0,1,1,0,0,0,two_year,1,credit_card_(automatic),84.4,5746.75,2.81
8883_grdwq,0,1,1,0,0,20,1,0,dsl,1,0,0,1,0,0,one_year,0,mailed_check,54.0,1055.9,1.8
8884_adfvn,1,1,1,1,0,7,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,electronic_check,101.95,700.85,3.4
8884_feewr,0,1,0,0,0,35,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),20.6,754.0,0.69
8884_mrnsu,0,1,0,1,1,17,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),19.9,329.75,0.66
8885_qsqbx,0,0,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),49.55,49.55,1.65
8887_ipqnc,0,0,0,1,0,7,1,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,44.25,313.45,1.48
8894_jvdcv,0,0,0,0,0,62,1,1,fiber_optic,1,1,1,1,1,1,one_year,1,credit_card_(automatic),115.05,7133.45,3.84
8896_bqtti,0,1,0,0,0,1,1,1,no,0,0,0,0,0,0,month_to_month,1,mailed_check,25.0,25.0,0.83
8896_razcr,0,0,0,0,1,44,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.9,868.1,0.66
8898_kascd,0,1,0,0,0,39,0,0,dsl,0,0,1,1,0,0,one_year,0,mailed_check,35.55,1309.15,1.18
8901_hjxtf,1,0,0,1,1,12,0,0,dsl,0,1,0,0,0,0,month_to_month,0,mailed_check,29.2,309.1,0.97
8901_uprhr,0,0,0,1,1,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,bank_transfer_(automatic),109.2,7711.45,3.64
8902_zeovf,0,1,0,1,1,47,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.05,951.55,0.67
8903_wmrnw,0,0,0,1,0,15,1,0,fiber_optic,1,0,1,0,1,1,month_to_month,0,electronic_check,101.75,1669.4,3.39
8903_xebgx,0,1,0,0,1,2,1,0,dsl,0,0,0,0,0,1,month_to_month,1,electronic_check,55.3,108.65,1.84
8904_opdck,0,1,1,1,0,54,0,0,dsl,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),24.95,1364.75,0.83
8905_iazpf,0,0,0,1,0,69,1,0,fiber_optic,0,1,0,0,1,1,one_year,1,credit_card_(automatic),95.65,6744.2,3.19
8908_nmqtx,0,1,0,0,0,72,0,0,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),65.6,4566.5,2.19
8908_slfcj,0,0,0,0,0,21,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),20.85,435.25,0.7
8909_bolnl,0,1,0,0,0,3,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,21.2,52.05,0.71
8910_ichiu,0,0,0,0,0,46,1,0,fiber_optic,1,1,1,0,1,0,one_year,1,credit_card_(automatic),95.65,4664.2,3.19
8910_ledag,0,1,1,1,0,34,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,credit_card_(automatic),71.55,2427.35,2.38
8914_rbtsb,1,1,0,1,0,31,1,1,fiber_optic,0,1,1,0,1,0,month_to_month,0,electronic_check,93.8,3019.5,3.13
8915_nntrc,0,1,0,1,1,72,1,1,fiber_optic,1,1,0,1,1,1,two_year,1,credit_card_(automatic),107.7,7919.8,3.59
8917_faemr,0,0,0,0,0,37,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.85,784.25,0.66
8917_szttj,0,1,0,1,1,60,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.65,1161.75,0.65
8919_fyfqz,1,1,1,1,0,44,0,0,dsl,0,1,0,0,0,0,month_to_month,1,electronic_check,30.35,1359.7,1.01
8920_navay,0,1,1,0,0,62,1,1,fiber_optic,0,1,1,1,1,1,one_year,1,bank_transfer_(automatic),110.75,7053.35,3.69
8922_liegh,1,0,1,0,0,25,1,1,fiber_optic,0,1,0,0,0,1,month_to_month,1,electronic_check,89.7,2187.55,2.99
8922_npkbj,0,1,0,1,1,42,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.35,867.3,0.64
8929_kswih,0,1,0,0,0,25,1,0,fiber_optic,0,0,1,1,1,1,two_year,0,bank_transfer_(automatic),99.3,2513.5,3.31
8930_xotdp,0,0,0,1,1,18,1,0,dsl,0,0,0,0,1,0,month_to_month,0,mailed_check,55.95,1082.8,1.86
8931_gjjiq,1,0,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,83.3,803.3,2.78
8932_czhrq,0,1,0,0,0,68,1,1,dsl,1,1,1,0,0,1,one_year,0,credit_card_(automatic),76.75,5233.25,2.56
8937_rdthp,1,1,0,0,0,1,1,0,fiber_optic,1,0,0,0,0,1,month_to_month,1,mailed_check,84.6,84.6,2.82
8938_umkpi,1,0,0,0,0,47,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,106.4,5127.95,3.55
8942_dbmhz,0,1,0,0,0,12,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.45,255.35,0.68
8943_urtmr,1,0,0,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,mailed_check,79.65,152.7,2.66
8944_ailef,0,1,0,1,0,15,1,0,no,0,0,0,0,0,0,month_to_month,1,credit_card_(automatic),19.45,340.85,0.65
8945_grkhx,1,0,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,1,month_to_month,0,electronic_check,78.65,78.65,2.62
8945_muquf,1,1,0,0,0,51,1,1,fiber_optic,1,1,0,0,1,0,one_year,1,electronic_check,94.8,4837.6,3.16
8946_bfwsg,0,1,0,1,1,63,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.25,1573.05,0.84
8947_yrtdv,0,1,0,1,1,32,1,0,fiber_optic,1,1,1,0,0,1,one_year,0,mailed_check,94.8,3131.55,3.16
8949_jtmay,1,0,0,0,0,29,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,credit_card_(automatic),98.6,2933.2,3.29
8950_mtznv,0,1,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,44.95,44.95,1.5
8952_wcvcd,0,0,0,1,0,41,1,0,fiber_optic,1,1,1,0,1,1,one_year,1,bank_transfer_(automatic),104.45,4162.05,3.48
8957_thmoa,0,0,0,0,1,50,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),20.15,970.85,0.67
8958_jptrr,0,0,0,1,0,56,1,1,no,0,0,0,0,0,0,one_year,0,electronic_check,24.3,1261.7,0.81
8961_qdzzj,0,0,0,1,1,57,1,0,fiber_optic,0,1,0,0,1,1,one_year,1,electronic_check,95.0,5535.8,3.17
8963_jlgjt,0,1,0,0,1,3,1,0,dsl,1,0,1,0,0,0,month_to_month,0,mailed_check,55.9,157.55,1.86
8963_mqvyn,0,0,0,0,1,22,1,0,no,0,0,0,0,0,0,month_to_month,1,electronic_check,20.55,469.85,0.68
8966_kzxxa,0,1,0,1,1,36,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),25.1,930.95,0.84
8966_oiqhg,0,0,0,1,1,22,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),20.75,452.35,0.69
8966_snizf,0,0,0,1,0,70,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),19.45,1303.5,0.65
8967_szqas,0,0,0,0,0,14,1,0,dsl,0,1,0,0,0,0,month_to_month,0,electronic_check,50.45,765.45,1.68
8969_prhfk,0,1,0,0,0,18,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.65,411.25,0.65
8970_anwxo,0,0,0,0,0,23,1,1,dsl,0,0,0,1,1,1,one_year,1,mailed_check,73.75,1756.6,2.46
8972_hjwnv,1,0,1,1,0,7,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,84.55,646.85,2.82
8974_ovacp,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.15,20.15,0.67
8975_skgrx,0,1,0,1,0,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),116.1,8310.55,3.87
8976_oqhgt,1,0,0,1,1,4,1,0,dsl,0,1,0,1,0,0,month_to_month,0,mailed_check,56.5,235.1,1.88
8979_camgb,0,1,1,0,0,64,1,1,fiber_optic,0,0,1,1,1,1,one_year,0,electronic_check,102.1,6688.1,3.4
8980_wqfwl,0,0,0,0,0,35,1,0,dsl,0,0,1,0,0,1,month_to_month,1,electronic_check,62.1,2096.1,2.07
8981_fjgla,0,1,0,0,1,11,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,1,mailed_check,78.0,851.8,2.6
8982_nhavy,0,1,0,0,0,27,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,bank_transfer_(automatic),100.5,2673.45,3.35
8984_eylll,0,1,0,1,0,64,1,1,fiber_optic,0,1,0,1,1,1,two_year,1,electronic_check,105.25,6823.4,3.51
8984_hpemb,0,0,0,0,0,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,118.65,8477.6,3.96
8985_oopos,0,0,0,0,0,1,1,0,dsl,0,0,1,1,1,1,one_year,0,credit_card_(automatic),74.1,74.1,2.47
8988_ecpjr,1,0,1,1,1,34,1,1,fiber_optic,0,1,0,0,0,0,month_to_month,1,mailed_check,79.6,2718.3,2.65
8990_yozlv,0,0,0,0,0,69,1,1,dsl,1,1,0,1,0,0,two_year,1,mailed_check,66.9,4577.9,2.23
8990_zxlsu,0,0,0,0,0,9,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,electronic_check,69.05,651.5,2.3
8992_ceuen,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,electronic_check,18.85,18.85,0.63
8992_jqyun,1,1,0,1,0,1,0,0,dsl,0,0,1,0,1,1,month_to_month,1,electronic_check,50.35,50.35,1.68
8992_obvdg,0,1,0,0,0,21,1,0,dsl,0,0,1,0,0,1,month_to_month,0,mailed_check,61.65,1393.6,2.06
8992_vonjd,0,0,0,0,1,13,1,0,dsl,1,1,0,0,0,0,month_to_month,1,electronic_check,56.0,764.55,1.87
8993_izeux,0,1,0,0,0,7,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),69.15,488.65,2.31
8993_phfwd,1,0,0,0,0,3,0,0,dsl,0,0,0,0,0,0,month_to_month,0,electronic_check,25.25,58.9,0.84
8996_zroxe,0,1,1,0,0,57,1,0,dsl,0,0,1,1,0,0,one_year,1,electronic_check,53.5,3035.8,1.78
8999_bohse,1,0,1,0,0,11,1,0,fiber_optic,0,0,0,0,1,1,month_to_month,0,bank_transfer_(automatic),89.7,1047.7,2.99
8999_exmno,0,0,0,1,1,19,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.15,387.7,0.67
8999_xxgns,0,0,1,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,credit_card_(automatic),105.75,7629.85,3.52
8999_ypybv,0,1,0,1,1,45,1,0,dsl,1,1,1,1,1,1,two_year,1,mailed_check,84.35,3858.05,2.81
9000_plfuz,0,0,1,1,0,60,0,0,dsl,0,1,0,0,1,1,two_year,1,credit_card_(automatic),49.45,2907.55,1.65
9003_cpath,0,1,0,0,0,42,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,0,electronic_check,79.9,3313.4,2.66
9013_aqorl,0,0,0,0,1,48,0,0,dsl,0,1,1,0,0,1,month_to_month,0,credit_card_(automatic),45.55,2108.35,1.52
9018_pciok,0,0,0,0,0,55,1,0,dsl,0,1,1,0,0,1,two_year,1,mailed_check,64.75,3617.1,2.16
9019_qvlzd,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,0,electronic_check,79.55,79.55,2.65
9025_aomki,1,0,0,0,0,6,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,bank_transfer_(automatic),93.55,536.4,3.12
9025_zrpvr,1,1,0,0,0,9,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,18.95,185.6,0.63
9026_lhevg,0,0,0,0,0,9,0,0,dsl,0,1,0,0,0,1,month_to_month,0,electronic_check,40.75,359.4,1.36
9026_rnujs,1,1,1,0,0,5,1,0,dsl,0,0,1,0,0,0,month_to_month,0,electronic_check,50.35,237.25,1.68
9027_tmatr,0,0,0,1,0,43,1,0,dsl,1,0,1,1,1,1,two_year,1,electronic_check,78.8,3460.3,2.63
9027_yfhqj,0,1,0,0,0,7,1,1,no,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),25.05,152.95,0.84
9028_lihrp,0,1,0,1,1,71,1,0,fiber_optic,1,1,1,1,1,0,two_year,0,credit_card_(automatic),100.2,7209.0,3.34
9029_fegvj,0,0,1,1,0,32,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,0,mailed_check,79.3,2570.0,2.64
9030_qgznl,0,0,0,0,0,8,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.85,161.65,0.7
9031_zvqpt,0,1,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,electronic_check,108.2,7840.6,3.61
9033_eoxwv,1,0,0,0,0,12,1,1,dsl,0,0,0,1,1,1,one_year,0,mailed_check,74.05,872.65,2.47
9036_cskbw,0,0,0,0,0,51,1,1,fiber_optic,1,1,1,0,1,1,one_year,0,bank_transfer_(automatic),107.45,5680.9,3.58
9039_rbeee,1,1,0,0,0,39,0,0,dsl,1,1,0,1,1,0,month_to_month,1,credit_card_(automatic),48.95,1880.85,1.63
9039_zvjdc,0,1,0,0,0,3,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.1,53.05,0.64
9040_kzvwo,0,1,0,0,0,26,1,0,fiber_optic,0,1,0,0,0,0,one_year,0,bank_transfer_(automatic),75.5,2018.1,2.52
